Average,,7.113mV,0.883uA(F),0.921uA,1.002uA(F),2.652V,2.780V,2.652V,116.7V,116.8V,-0.07,-4.69Over(F),-0.00mA,5.654mR,Over,0.784V,Over,0.863V,Over,5.718nA,8.206nA(F),9.955nA,0.188nA,2.644V,-3.91nA,4.911nA,
STDEV,,7.7641,7.5549,0.2643,4.3391,0.0808,0.0843,0.0808,3.4019,3.4080,0.1363,4.6481,0.0002,0.3120,0.0000,0.0422,0.0000,0.0464,0.0000,2.4127,9.0020,0.6647,0.1676,0.1794,0.3247,0.3891,
Min Data,,003.5mV,-402.1uA,-000.2uA,------,------,------,------,113.7V,112.3V,-000.5,-290.2nA,-0.001mA,------,------,------,------,0.859V,------,004.0nA,005.8nA,9.999nA,-000.2nA,2.592V,-005.9nA,004.8nA,
Max Data,,175.3mV,237.4uA,002.1uA,269.4uA,2.735V,2.864V,2.735V,120.1V,120.2V,003.0,,0.000mA,5.932mR,------,0.797V,------,0.878V,------,021.2nA,426.2nA,9.999nA,000.9nA,2.734V,-003.7nA,005.9nA,

Serial#,Bin# 
64,1,6.900E-003,9.000E-007,1.000E-006,8.000E-007,2.664E+000,2.792E+000,2.665E+000,1.167E+002,1.167E+002,0.000E+000,4.400E-009,0.000E+000,5.714E-003,0.000E+000,7.850E-001,0.000E+000,8.610E-001,0.000E+000,5.800E-009,7.200E-009,9.999E-009,2.000E-010,2.665E+000,3.900E-009,4.600E-009,
65,1,5.600E-003,1.200E-006,1.400E-006,9.000E-007,2.659E+000,2.787E+000,2.659E+000,1.165E+002,1.165E+002,0.000E+000,4.900E-009,0.000E+000,5.604E-003,0.000E+000,7.850E-001,0.000E+000,8.630E-001,0.000E+000,7.000E-009,9.200E-009,9.999E-009,1.000E-010,2.659E+000,4.100E-009,5.200E-009,
66,1,5.200E-003,1.000E-006,1.000E-007,9.000E-007,2.654E+000,2.782E+000,2.654E+000,1.173E+002,1.175E+002,2.000E-001,4.300E-009,0.000E+000,5.700E-003,0.000E+000,7.850E-001,0.000E+000,8.650E-001,0.000E+000,5.100E-009,8.000E-009,9.999E-009,3.000E-010,2.654E+000,3.900E-009,4.800E-009,
67,1,8.600E-003,1.000E-006,8.000E-007,1.000E-006,2.661E+000,2.790E+000,2.662E+000,1.168E+002,1.170E+002,2.000E-001,4.900E-009,0.000E+000,5.650E-003,0.000E+000,7.860E-001,0.000E+000,8.650E-001,0.000E+000,6.000E-009,7.600E-009,9.999E-009,3.000E-010,2.662E+000,4.000E-009,5.200E-009,
68,1,4.300E-003,1.000E-006,5.000E-007,9.000E-007,2.666E+000,2.795E+000,2.666E+000,1.185E+002,1.186E+002,1.000E-001,4.300E-009,0.000E+000,5.785E-003,0.000E+000,7.860E-001,0.000E+000,8.660E-001,0.000E+000,4.200E-009,8.300E-009,9.999E-009,3.000E-010,2.667E+000,3.900E-009,4.600E-009,
69,1,8.600E-003,1.100E-006,1.400E-006,9.000E-007,2.675E+000,2.805E+000,2.675E+000,1.187E+002,1.189E+002,2.000E-001,5.000E-009,0.000E+000,5.794E-003,0.000E+000,7.880E-001,0.000E+000,8.690E-001,0.000E+000,4.200E-009,7.800E-009,9.999E-009,1.000E-010,2.676E+000,3.900E-009,5.100E-009,
70,1,5.100E-003,6.000E-007,1.400E-006,7.000E-007,2.672E+000,2.800E+000,2.672E+000,1.167E+002,1.168E+002,1.000E-001,4.400E-009,0.000E+000,5.686E-003,0.000E+000,7.870E-001,0.000E+000,8.660E-001,0.000E+000,5.900E-009,7.500E-009,9.999E-009,3.000E-010,2.674E+000,3.900E-009,4.800E-009,
71,1,4.500E-003,7.000E-007,1.000E-006,5.000E-007,2.662E+000,2.791E+000,2.663E+000,1.171E+002,1.174E+002,3.000E-001,4.800E-009,0.000E+000,5.726E-003,0.000E+000,7.850E-001,0.000E+000,8.650E-001,0.000E+000,5.700E-009,6.400E-009,9.999E-009,3.000E-010,2.664E+000,4.000E-009,5.400E-009,
72,1,4.000E-003,6.000E-007,1.300E-006,1.000E-006,2.629E+000,2.756E+000,2.630E+000,1.167E+002,1.167E+002,0.000E+000,4.700E-009,0.000E+000,5.658E-003,0.000E+000,7.870E-001,0.000E+000,8.650E-001,0.000E+000,1.010E-008,8.500E-009,9.999E-009,0.000E+000,2.630E+000,4.000E-009,4.600E-009,
73,1,3.800E-003,1.100E-006,1.200E-006,8.000E-007,2.658E+000,2.785E+000,2.656E+000,1.165E+002,1.165E+002,0.000E+000,4.900E-009,0.000E+000,5.570E-003,0.000E+000,7.860E-001,0.000E+000,8.640E-001,0.000E+000,6.900E-009,7.400E-009,9.999E-009,3.000E-010,2.658E+000,3.700E-009,5.100E-009,
74,1,4.000E-003,8.000E-007,1.200E-006,1.000E-006,2.641E+000,2.770E+000,2.643E+000,1.174E+002,1.176E+002,2.000E-001,4.800E-009,0.000E+000,5.628E-003,0.000E+000,7.870E-001,0.000E+000,8.660E-001,0.000E+000,6.100E-009,6.500E-009,9.999E-009,5.000E-010,2.643E+000,3.900E-009,5.400E-009,
75,1,3.900E-003,7.000E-007,1.000E-006,8.000E-007,2.617E+000,2.745E+000,2.618E+000,1.170E+002,1.172E+002,2.000E-001,4.600E-009,0.000E+000,5.638E-003,0.000E+000,7.860E-001,0.000E+000,8.650E-001,0.000E+000,1.140E-008,8.900E-009,9.999E-009,0.000E+000,2.618E+000,4.200E-009,5.000E-009,
76,1,3.700E-003,7.000E-007,1.000E-006,9.000E-007,2.618E+000,2.746E+000,2.618E+000,1.170E+002,1.171E+002,1.000E-001,4.500E-009,0.000E+000,5.616E-003,0.000E+000,7.860E-001,0.000E+000,8.640E-001,0.000E+000,1.030E-008,6.300E-009,9.999E-009,4.000E-010,2.620E+000,3.900E-009,5.100E-009,
77,1,5.000E-003,1.200E-006,5.000E-007,8.000E-007,2.649E+000,2.777E+000,2.648E+000,1.175E+002,1.176E+002,1.000E-001,5.000E-009,0.000E+000,5.622E-003,0.000E+000,7.870E-001,0.000E+000,8.670E-001,0.000E+000,5.700E-009,9.400E-009,9.999E-009,0.000E+000,2.649E+000,4.200E-009,4.800E-009,
78,1,4.800E-003,1.200E-006,6.000E-007,1.100E-006,2.648E+000,2.775E+000,2.649E+000,1.161E+002,1.163E+002,2.000E-001,4.500E-009,0.000E+000,5.589E-003,0.000E+000,7.850E-001,0.000E+000,8.640E-001,0.000E+000,7.000E-009,7.200E-009,9.999E-009,3.000E-010,2.649E+000,3.700E-009,4.700E-009,
79,1,5.600E-003,8.000E-007,1.800E-006,1.100E-006,2.625E+000,2.752E+000,2.625E+000,1.165E+002,1.167E+002,2.000E-001,5.000E-009,0.000E+000,5.612E-003,0.000E+000,7.840E-001,0.000E+000,8.640E-001,0.000E+000,1.050E-008,7.100E-009,9.999E-009,1.000E-010,2.626E+000,4.000E-009,5.100E-009,
80,1,4.100E-003,1.000E-006,1.000E-006,1.000E-006,2.691E+000,2.819E+000,2.692E+000,1.164E+002,1.165E+002,1.000E-001,4.900E-009,0.000E+000,5.674E-003,0.000E+000,7.860E-001,0.000E+000,8.640E-001,0.000E+000,4.300E-009,9.000E-009,9.999E-009,0.000E+000,2.692E+000,3.900E-009,4.600E-009,
81,1,4.000E-003,1.000E-006,1.000E-006,9.000E-007,2.673E+000,2.802E+000,2.674E+000,1.162E+002,1.161E+002,1.000E-001,4.900E-009,0.000E+000,5.629E-003,0.000E+000,7.860E-001,0.000E+000,8.640E-001,0.000E+000,5.100E-009,7.900E-009,9.999E-009,4.000E-010,2.674E+000,3.700E-009,4.900E-009,
82,1,4.700E-003,6.000E-007,9.000E-007,8.000E-007,2.611E+000,2.739E+000,2.610E+000,1.172E+002,1.172E+002,0.000E+000,5.000E-009,0.000E+000,5.665E-003,0.000E+000,7.860E-001,0.000E+000,8.650E-001,0.000E+000,1.250E-008,9.700E-009,9.999E-009,0.000E+000,2.611E+000,4.000E-009,4.900E-009,
83,1,4.500E-003,1.200E-006,8.000E-007,9.000E-007,2.590E+000,2.716E+000,2.590E+000,1.175E+002,1.176E+002,1.000E-001,4.600E-009,0.000E+000,5.718E-003,0.000E+000,7.850E-001,0.000E+000,8.640E-001,0.000E+000,1.310E-008,7.200E-009,9.999E-009,4.000E-010,2.590E+000,3.600E-009,5.100E-009,
84,1,5.000E-003,7.000E-007,7.000E-007,9.000E-007,2.648E+000,2.776E+000,2.649E+000,1.168E+002,1.170E+002,2.000E-001,4.900E-009,0.000E+000,5.634E-003,0.000E+000,7.850E-001,0.000E+000,8.650E-001,0.000E+000,9.100E-009,7.500E-009,9.999E-009,4.000E-010,2.650E+000,3.800E-009,5.200E-009,
85,1,4.600E-003,1.100E-006,1.100E-006,1.100E-006,2.632E+000,2.759E+000,2.632E+000,1.169E+002,1.170E+002,1.000E-001,4.500E-009,0.000E+000,5.633E-003,0.000E+000,7.860E-001,0.000E+000,8.630E-001,0.000E+000,1.060E-008,9.300E-009,9.999E-009,1.000E-010,2.633E+000,4.000E-009,4.700E-009,
86,1,9.700E-003,7.000E-007,1.000E-006,1.000E-006,2.684E+000,2.813E+000,2.684E+000,1.181E+002,1.181E+002,0.000E+000,4.800E-009,0.000E+000,5.766E-003,0.000E+000,7.860E-001,0.000E+000,8.690E-001,0.000E+000,4.300E-009,5.600E-009,9.999E-009,3.000E-010,2.685E+000,3.800E-009,5.300E-009,
87,1,5.700E-003,7.000E-007,6.000E-007,1.000E-006,2.674E+000,2.802E+000,2.674E+000,1.167E+002,1.167E+002,0.000E+000,4.500E-009,1.000E-006,5.646E-003,0.000E+000,7.860E-001,0.000E+000,8.650E-001,0.000E+000,6.900E-009,8.400E-009,9.999E-009,0.000E+000,2.675E+000,4.200E-009,5.000E-009,
88,1,5.800E-003,1.200E-006,1.400E-006,1.200E-006,2.675E+000,2.805E+000,2.676E+000,1.179E+002,1.180E+002,1.000E-001,4.400E-009,0.000E+000,5.761E-003,0.000E+000,7.870E-001,0.000E+000,8.690E-001,0.000E+000,4.300E-009,6.800E-009,9.999E-009,5.000E-010,2.676E+000,3.800E-009,5.100E-009,
89,1,8.400E-003,1.200E-006,9.000E-007,1.200E-006,2.685E+000,2.815E+000,2.687E+000,1.178E+002,1.181E+002,3.000E-001,5.000E-009,0.000E+000,5.788E-003,0.000E+000,7.870E-001,0.000E+000,8.690E-001,0.000E+000,4.500E-009,9.500E-009,9.999E-009,0.000E+000,2.687E+000,4.300E-009,5.100E-009,
90,1,5.400E-003,8.000E-007,1.200E-006,7.000E-007,2.629E+000,2.756E+000,2.629E+000,1.168E+002,1.169E+002,1.000E-001,4.500E-009,0.000E+000,5.682E-003,0.000E+000,7.860E-001,0.000E+000,8.650E-001,0.000E+000,1.160E-008,7.900E-009,9.999E-009,3.000E-010,2.630E+000,3.900E-009,4.700E-009,
91,1,7.200E-003,9.000E-007,1.500E-006,1.000E-006,2.650E+000,2.778E+000,2.650E+000,1.167E+002,1.168E+002,1.000E-001,4.700E-009,0.000E+000,5.670E-003,0.000E+000,7.860E-001,0.000E+000,8.660E-001,0.000E+000,9.000E-009,7.000E-009,9.999E-009,2.000E-010,2.651E+000,3.900E-009,5.300E-009,
92,1,6.500E-003,5.000E-007,1.200E-006,1.200E-006,2.654E+000,2.783E+000,2.655E+000,1.178E+002,1.179E+002,1.000E-001,4.500E-009,0.000E+000,5.658E-003,0.000E+000,7.830E-001,0.000E+000,8.630E-001,0.000E+000,4.500E-009,8.700E-009,9.999E-009,0.000E+000,2.656E+000,4.000E-009,4.700E-009,
93,1,7.000E-003,1.100E-006,1.000E-006,8.000E-007,2.665E+000,2.794E+000,2.665E+000,1.184E+002,1.184E+002,0.000E+000,4.800E-009,0.000E+000,5.749E-003,0.000E+000,7.840E-001,0.000E+000,8.620E-001,0.000E+000,4.000E-009,7.600E-009,9.999E-009,4.000E-010,2.667E+000,3.700E-009,5.000E-009,
94,1,9.000E-003,1.200E-006,7.000E-007,1.000E-006,2.669E+000,2.796E+000,2.668E+000,1.171E+002,1.171E+002,0.000E+000,4.900E-009,0.000E+000,5.686E-003,0.000E+000,7.840E-001,0.000E+000,8.630E-001,0.000E+000,5.600E-009,9.500E-009,9.999E-009,0.000E+000,2.669E+000,4.200E-009,4.900E-009,
95,1,5.700E-003,1.000E-006,7.000E-007,1.000E-006,2.658E+000,2.786E+000,2.659E+000,1.173E+002,1.175E+002,2.000E-001,4.500E-009,0.000E+000,5.714E-003,0.000E+000,7.840E-001,0.000E+000,8.620E-001,0.000E+000,4.900E-009,6.400E-009,9.999E-009,3.000E-010,2.659E+000,3.600E-009,4.800E-009,
96,1,7.220E-002,7.000E-007,6.000E-007,1.100E-006,2.680E+000,2.809E+000,2.681E+000,1.166E+002,1.165E+002,1.000E-001,4.900E-009,0.000E+000,5.681E-003,0.000E+000,7.850E-001,0.000E+000,8.640E-001,0.000E+000,5.200E-009,7.500E-009,9.999E-009,2.000E-010,2.682E+000,3.900E-009,5.100E-009,
97,1,7.800E-003,8.000E-007,7.000E-007,9.000E-007,2.678E+000,2.806E+000,2.678E+000,1.168E+002,1.168E+002,0.000E+000,4.200E-009,0.000E+000,5.665E-003,0.000E+000,7.860E-001,0.000E+000,8.620E-001,0.000E+000,5.600E-009,6.900E-009,9.999E-009,1.000E-010,2.679E+000,3.800E-009,4.800E-009,
98,1,6.100E-003,7.000E-007,1.100E-006,1.000E-006,2.686E+000,2.813E+000,2.687E+000,1.159E+002,1.161E+002,2.000E-001,4.600E-009,0.000E+000,5.656E-003,0.000E+000,7.850E-001,0.000E+000,8.630E-001,0.000E+000,5.000E-009,7.000E-009,9.999E-009,2.000E-010,2.687E+000,4.000E-009,5.400E-009,
99,1,1.120E-002,8.000E-007,8.000E-007,1.000E-006,2.680E+000,2.809E+000,2.681E+000,1.164E+002,1.164E+002,0.000E+000,4.600E-009,0.000E+000,5.642E-003,0.000E+000,7.860E-001,0.000E+000,8.640E-001,0.000E+000,5.000E-009,7.500E-009,9.999E-009,0.000E+000,2.681E+000,4.300E-009,5.000E-009,
100,1,7.100E-003,1.000E-006,9.000E-007,8.000E-007,2.690E+000,2.817E+000,2.688E+000,1.160E+002,1.161E+002,1.000E-001,4.800E-009,0.000E+000,5.658E-003,0.000E+000,7.870E-001,0.000E+000,8.620E-001,0.000E+000,4.900E-009,6.400E-009,9.999E-009,3.000E-010,2.690E+000,3.600E-009,4.900E-009,
101,1,2.260E-002,5.000E-007,1.100E-006,9.000E-007,2.688E+000,2.817E+000,2.688E+000,1.161E+002,1.161E+002,0.000E+000,4.800E-009,0.000E+000,5.633E-003,0.000E+000,7.860E-001,0.000E+000,8.630E-001,0.000E+000,5.000E-009,9.200E-009,9.999E-009,0.000E+000,2.689E+000,4.200E-009,4.900E-009,
102,1,4.200E-003,7.000E-007,1.100E-006,1.200E-006,2.689E+000,2.817E+000,2.690E+000,1.164E+002,1.164E+002,0.000E+000,4.400E-009,0.000E+000,5.600E-003,0.000E+000,7.860E-001,0.000E+000,8.630E-001,0.000E+000,4.500E-009,6.500E-009,9.999E-009,3.000E-010,2.690E+000,3.600E-009,4.700E-009,
103,1,4.300E-003,7.000E-007,1.400E-006,7.000E-007,2.676E+000,2.805E+000,2.677E+000,1.164E+002,1.164E+002,0.000E+000,4.800E-009,0.000E+000,5.673E-003,0.000E+000,7.870E-001,0.000E+000,8.650E-001,0.000E+000,5.700E-009,7.800E-009,9.999E-009,2.000E-010,2.678E+000,3.900E-009,5.100E-009,
104,1,4.600E-003,7.000E-007,7.000E-007,1.000E-006,2.694E+000,2.823E+000,2.695E+000,1.166E+002,1.167E+002,1.000E-001,4.300E-009,1.000E-006,5.689E-003,0.000E+000,7.860E-001,0.000E+000,8.640E-001,0.000E+000,4.400E-009,7.700E-009,9.999E-009,1.000E-010,2.697E+000,3.900E-009,4.800E-009,
105,1,4.300E-003,1.200E-006,4.000E-007,1.000E-006,2.691E+000,2.820E+000,2.692E+000,1.164E+002,1.166E+002,2.000E-001,4.500E-009,0.000E+000,5.677E-003,0.000E+000,7.850E-001,0.000E+000,8.630E-001,0.000E+000,4.700E-009,7.000E-009,9.999E-009,1.000E-010,2.693E+000,4.000E-009,5.100E-009,
106,1,4.000E-003,8.000E-007,1.000E-006,9.000E-007,2.703E+000,2.832E+000,2.704E+000,1.167E+002,1.168E+002,1.000E-001,4.800E-009,0.000E+000,5.710E-003,0.000E+000,7.860E-001,0.000E+000,8.640E-001,0.000E+000,4.200E-009,8.400E-009,9.999E-009,0.000E+000,2.705E+000,3.900E-009,4.500E-009,
107,1,4.400E-003,1.000E-006,1.100E-006,9.000E-007,2.703E+000,2.831E+000,2.703E+000,1.166E+002,1.166E+002,0.000E+000,4.800E-009,0.000E+000,5.692E-003,0.000E+000,7.860E-001,0.000E+000,8.630E-001,0.000E+000,4.200E-009,7.800E-009,9.999E-009,3.000E-010,2.703E+000,3.700E-009,5.100E-009,
108,1,3.800E-003,1.400E-006,1.000E-006,1.000E-006,2.690E+000,2.819E+000,2.690E+000,1.163E+002,1.163E+002,0.000E+000,4.700E-009,0.000E+000,5.674E-003,0.000E+000,7.860E-001,0.000E+000,8.650E-001,0.000E+000,4.500E-009,8.400E-009,9.999E-009,0.000E+000,2.691E+000,4.000E-009,5.000E-009,
109,1,3.600E-003,1.200E-006,8.000E-007,1.100E-006,2.699E+000,2.828E+000,2.699E+000,1.165E+002,1.167E+002,2.000E-001,4.600E-009,0.000E+000,5.686E-003,0.000E+000,7.850E-001,0.000E+000,8.640E-001,0.000E+000,4.200E-009,6.600E-009,9.999E-009,3.000E-010,2.701E+000,3.800E-009,5.100E-009,
110,1,4.200E-003,7.000E-007,7.000E-007,1.200E-006,2.676E+000,2.805E+000,2.676E+000,1.160E+002,1.162E+002,2.000E-001,5.000E-009,0.000E+000,5.617E-003,0.000E+000,7.860E-001,0.000E+000,8.640E-001,0.000E+000,4.900E-009,9.400E-009,9.999E-009,0.000E+000,2.678E+000,3.900E-009,5.000E-009,
111,1,3.900E-003,1.100E-006,1.000E-006,1.000E-006,2.686E+000,2.813E+000,2.687E+000,1.161E+002,1.162E+002,1.000E-001,4.600E-009,0.000E+000,5.668E-003,0.000E+000,7.860E-001,0.000E+000,8.630E-001,0.000E+000,4.600E-009,4.900E-009,9.999E-009,6.000E-010,2.687E+000,3.600E-009,4.900E-009,
112,1,6.400E-003,1.000E-006,9.000E-007,1.000E-006,2.676E+000,2.804E+000,2.676E+000,1.161E+002,1.161E+002,0.000E+000,5.000E-009,0.000E+000,5.640E-003,0.000E+000,7.850E-001,0.000E+000,8.630E-001,0.000E+000,5.000E-009,8.600E-009,9.999E-009,3.000E-010,2.676E+000,3.900E-009,5.100E-009,
113,1,6.200E-003,6.000E-007,9.000E-007,1.000E-006,2.650E+000,2.778E+000,2.651E+000,1.159E+002,1.159E+002,0.000E+000,4.400E-009,0.000E+000,5.573E-003,0.000E+000,7.840E-001,0.000E+000,8.620E-001,0.000E+000,4.800E-009,8.000E-009,9.999E-009,2.000E-010,2.651E+000,3.800E-009,4.600E-009,
114,1,6.000E-003,1.100E-006,9.000E-007,1.000E-006,2.711E+000,2.840E+000,2.711E+000,1.166E+002,1.168E+002,2.000E-001,5.000E-009,0.000E+000,5.757E-003,0.000E+000,7.860E-001,0.000E+000,8.660E-001,0.000E+000,4.400E-009,7.900E-009,9.999E-009,3.000E-010,2.712E+000,3.900E-009,5.000E-009,
115,1,8.500E-003,1.000E-006,1.200E-006,8.000E-007,2.696E+000,2.824E+000,2.695E+000,1.165E+002,1.165E+002,0.000E+000,4.200E-009,0.000E+000,5.649E-003,0.000E+000,7.870E-001,0.000E+000,8.650E-001,0.000E+000,4.700E-009,8.100E-009,9.999E-009,3.000E-010,2.697E+000,3.900E-009,4.800E-009,
116,1,6.100E-003,7.000E-007,5.000E-007,9.000E-007,2.700E+000,2.829E+000,2.701E+000,1.164E+002,1.166E+002,2.000E-001,4.700E-009,0.000E+000,5.664E-003,0.000E+000,7.860E-001,0.000E+000,8.660E-001,0.000E+000,4.400E-009,6.400E-009,9.999E-009,1.000E-010,2.701E+000,4.000E-009,5.400E-009,
117,1,2.230E-002,1.200E-006,1.000E-006,1.100E-006,2.701E+000,2.830E+000,2.701E+000,1.164E+002,1.167E+002,3.000E-001,5.000E-009,0.000E+000,5.636E-003,0.000E+000,7.860E-001,0.000E+000,8.630E-001,0.000E+000,4.200E-009,8.800E-009,9.999E-009,0.000E+000,2.702E+000,4.000E-009,4.600E-009,
118,1,4.700E-003,8.000E-007,7.000E-007,7.000E-007,2.688E+000,2.817E+000,2.688E+000,1.162E+002,1.162E+002,0.000E+000,4.800E-009,0.000E+000,5.658E-003,0.000E+000,7.870E-001,0.000E+000,8.650E-001,0.000E+000,4.500E-009,6.700E-009,9.999E-009,3.000E-010,2.688E+000,3.800E-009,5.100E-009,
119,1,1.720E-002,9.000E-007,1.000E-006,1.000E-006,2.696E+000,2.825E+000,2.696E+000,1.163E+002,1.164E+002,1.000E-001,4.500E-009,0.000E+000,5.662E-003,0.000E+000,7.860E-001,0.000E+000,8.660E-001,0.000E+000,4.600E-009,7.900E-009,9.999E-009,0.000E+000,2.697E+000,4.100E-009,4.900E-009,
120,1,6.500E-003,3.000E-007,1.100E-006,1.000E-006,2.657E+000,2.786E+000,2.659E+000,1.157E+002,1.157E+002,0.000E+000,5.000E-009,0.000E+000,5.581E-003,0.000E+000,7.860E-001,0.000E+000,8.650E-001,0.000E+000,7.200E-009,7.900E-009,9.999E-009,3.000E-010,2.659E+000,3.700E-009,4.900E-009,
121,1,7.900E-003,1.400E-006,1.000E-006,8.000E-007,2.688E+000,2.817E+000,2.688E+000,1.159E+002,1.160E+002,1.000E-001,4.700E-009,0.000E+000,5.657E-003,0.000E+000,7.860E-001,0.000E+000,8.650E-001,0.000E+000,5.000E-009,9.300E-009,9.999E-009,1.000E-010,2.689E+000,4.100E-009,4.800E-009,
122,1,7.900E-003,1.200E-006,7.000E-007,9.000E-007,2.690E+000,2.819E+000,2.689E+000,1.167E+002,1.168E+002,1.000E-001,4.500E-009,0.000E+000,5.654E-003,0.000E+000,7.850E-001,0.000E+000,8.620E-001,0.000E+000,5.000E-009,6.000E-009,9.999E-009,4.000E-010,2.691E+000,3.800E-009,5.000E-009,
123,1,5.400E-003,5.000E-007,7.000E-007,9.000E-007,2.678E+000,2.807E+000,2.678E+000,1.170E+002,1.170E+002,0.000E+000,5.000E-009,0.000E+000,5.676E-003,0.000E+000,7.850E-001,0.000E+000,8.630E-001,0.000E+000,5.200E-009,9.100E-009,9.999E-009,0.000E+000,2.680E+000,4.000E-009,4.900E-009,
124,1,7.800E-003,1.200E-006,6.000E-007,1.200E-006,2.700E+000,2.830E+000,2.701E+000,1.168E+002,1.169E+002,1.000E-001,4.300E-009,0.000E+000,5.688E-003,0.000E+000,7.860E-001,0.000E+000,8.640E-001,0.000E+000,4.500E-009,6.100E-009,9.999E-009,6.000E-010,2.701E+000,3.700E-009,4.800E-009,
125,1,5.500E-003,9.000E-007,1.000E-006,1.000E-006,2.694E+000,2.823E+000,2.695E+000,1.166E+002,1.168E+002,2.000E-001,5.000E-009,0.000E+000,5.654E-003,0.000E+000,7.850E-001,0.000E+000,8.620E-001,0.000E+000,5.100E-009,9.100E-009,9.999E-009,0.000E+000,2.696E+000,4.300E-009,4.700E-009,
126,1,6.100E-003,7.000E-007,1.000E-006,9.000E-007,2.701E+000,2.830E+000,2.702E+000,1.166E+002,1.166E+002,0.000E+000,4.600E-009,0.000E+000,5.673E-003,0.000E+000,7.850E-001,0.000E+000,8.650E-001,0.000E+000,4.200E-009,7.100E-009,9.999E-009,3.000E-010,2.703E+000,3.600E-009,4.800E-009,
127,1,6.200E-003,9.000E-007,1.300E-006,8.000E-007,2.700E+000,2.828E+000,2.700E+000,1.167E+002,1.167E+002,0.000E+000,4.900E-009,0.000E+000,5.689E-003,0.000E+000,7.850E-001,0.000E+000,8.640E-001,0.000E+000,4.600E-009,8.700E-009,9.999E-009,2.000E-010,2.702E+000,4.100E-009,5.000E-009,
128,1,6.300E-003,1.000E-006,3.000E-007,1.000E-006,2.689E+000,2.816E+000,2.689E+000,1.163E+002,1.164E+002,1.000E-001,4.400E-009,0.000E+000,5.633E-003,0.000E+000,7.860E-001,0.000E+000,8.650E-001,0.000E+000,4.700E-009,7.000E-009,9.999E-009,2.000E-010,2.689E+000,3.700E-009,4.700E-009,
129,1,6.900E-003,1.000E-006,8.000E-007,8.000E-007,2.694E+000,2.823E+000,2.693E+000,1.164E+002,1.164E+002,0.000E+000,5.100E-009,0.000E+000,5.566E-003,0.000E+000,7.850E-001,0.000E+000,8.640E-001,0.000E+000,4.700E-009,9.000E-009,9.999E-009,3.000E-010,2.695E+000,3.900E-009,5.200E-009,
130,1,5.700E-003,9.000E-007,6.000E-007,9.000E-007,2.656E+000,2.784E+000,2.657E+000,1.164E+002,1.166E+002,2.000E-001,4.200E-009,0.000E+000,5.638E-003,0.000E+000,7.860E-001,0.000E+000,8.650E-001,0.000E+000,7.500E-009,7.500E-009,9.999E-009,2.000E-010,2.657E+000,3.900E-009,4.800E-009,
131,1,6.700E-003,1.000E-006,7.000E-007,1.000E-006,2.675E+000,2.804E+000,2.676E+000,1.164E+002,1.165E+002,1.000E-001,4.900E-009,0.000E+000,5.638E-003,0.000E+000,7.860E-001,0.000E+000,8.640E-001,0.000E+000,5.700E-009,6.700E-009,9.999E-009,1.000E-010,2.677E+000,3.900E-009,5.200E-009,
132,1,6.800E-003,1.000E-006,1.300E-006,9.000E-007,2.617E+000,2.745E+000,2.617E+000,1.187E+002,1.188E+002,1.000E-001,4.200E-009,0.000E+000,5.748E-003,0.000E+000,7.860E-001,0.000E+000,8.650E-001,0.000E+000,4.700E-009,6.200E-009,9.999E-009,3.000E-010,2.618E+000,4.000E-009,4.700E-009,
133,1,6.500E-003,6.000E-007,1.600E-006,9.000E-007,2.618E+000,2.745E+000,2.618E+000,1.188E+002,1.190E+002,2.000E-001,4.800E-009,0.000E+000,5.765E-003,0.000E+000,7.860E-001,0.000E+000,8.690E-001,0.000E+000,4.300E-009,7.200E-009,9.999E-009,2.000E-010,2.618E+000,3.900E-009,5.100E-009,
134,1,5.500E-003,1.000E-006,3.000E-007,1.000E-006,2.647E+000,2.775E+000,2.647E+000,1.188E+002,1.188E+002,0.000E+000,4.400E-009,0.000E+000,5.810E-003,0.000E+000,7.860E-001,0.000E+000,8.670E-001,0.000E+000,4.300E-009,7.800E-009,9.999E-009,3.000E-010,2.647E+000,3.900E-009,4.800E-009,
135,1,4.900E-003,1.200E-006,6.000E-007,1.000E-006,2.624E+000,2.751E+000,2.623E+000,1.186E+002,1.188E+002,2.000E-001,4.900E-009,0.000E+000,5.757E-003,0.000E+000,7.840E-001,0.000E+000,8.680E-001,0.000E+000,4.500E-009,7.800E-009,9.999E-009,4.000E-010,2.625E+000,3.900E-009,5.100E-009,
136,1,6.800E-003,9.000E-007,6.000E-007,1.200E-006,2.665E+000,2.794E+000,2.665E+000,1.186E+002,1.187E+002,1.000E-001,4.500E-009,0.000E+000,5.789E-003,0.000E+000,7.870E-001,0.000E+000,8.680E-001,0.000E+000,4.200E-009,8.100E-009,9.999E-009,3.000E-010,2.666E+000,3.900E-009,4.800E-009,
137,1,4.100E-003,1.000E-006,5.000E-007,1.000E-006,2.653E+000,2.782E+000,2.652E+000,1.188E+002,1.189E+002,1.000E-001,5.000E-009,1.000E-006,5.769E-003,0.000E+000,7.840E-001,0.000E+000,8.670E-001,0.000E+000,4.100E-009,7.400E-009,9.999E-009,1.000E-010,2.654E+000,3.900E-009,5.100E-009,
